AlarmName;AlarmDescription;Namespace;Dimensions;Statistic;MetricName;ComparisonOperator;Threshold;Period;DatapointsToAlarm;EvaluationPeriods;TreatMissingData;Unit;ActionsEnabled;AlarmActions;OKActions
NATGW_nat-006d531e0334798c4_IdleTimeoutCount;NATGW_nat-006d531e0334798c4_IdleTimeoutCount;AWS/NATGateway;Value=nat-006d531e0334798c4,Name=NatGatewayId;Maximum;IdleTimeoutCount;GreaterThanThreshold;150;60;2;3;ignore;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
NATGW_nat-059f4025254e80d38_IdleTimeoutCount;NATGW_nat-059f4025254e80d38_IdleTimeoutCount;AWS/NATGateway;Value=nat-059f4025254e80d38,Name=NatGatewayId;Maximum;IdleTimeoutCount;GreaterThanThreshold;150;60;2;3;ignore;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_ecs-test-stack_high-cpu;OpsWorks_ecs-test-stack_high-cpu;AWS/OpsWorks;Value=33f97592-fded-4b2b-839b-025b739c0c22,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_ecs-test-stack_high-load5;OpsWorks_ecs-test-stack_high-load5;AWS/OpsWorks;Value=33f97592-fded-4b2b-839b-025b739c0c22,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-admin_high-cpu;OpsWorks_old-staging-admin_high-cpu;AWS/OpsWorks;Value=981dcafc-f083-4c0e-b044-b8325d7f48fc,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-admin_high-load5;OpsWorks_old-staging-admin_high-load5;AWS/OpsWorks;Value=981dcafc-f083-4c0e-b044-b8325d7f48fc,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-alarms_high-cpu;OpsWorks_old-staging-alarms_high-cpu;AWS/OpsWorks;Value=2f433760-4d9f-4aa4-bd0a-c86701fde681,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-alarms_high-load5;OpsWorks_old-staging-alarms_high-load5;AWS/OpsWorks;Value=2f433760-4d9f-4aa4-bd0a-c86701fde681,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-greetings_high-cpu;OpsWorks_old-staging-greetings_high-cpu;AWS/OpsWorks;Value=ae4a847b-a5f5-4c90-aa98-3b0b0839367e,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-greetings_high-load5;OpsWorks_old-staging-greetings_high-load5;AWS/OpsWorks;Value=ae4a847b-a5f5-4c90-aa98-3b0b0839367e,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-mms_high-cpu;OpsWorks_old-staging-mms_high-cpu;AWS/OpsWorks;Value=f029b632-56c2-4502-aea6-e971bd482dbd,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-mms_high-load5;OpsWorks_old-staging-mms_high-load5;AWS/OpsWorks;Value=f029b632-56c2-4502-aea6-e971bd482dbd,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-portability_high-cpu;OpsWorks_old-staging-portability_high-cpu;AWS/OpsWorks;Value=f20386ed-eae6-4c40-9f77-63feff655b93,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-portability_high-load5;OpsWorks_old-staging-portability_high-load5;AWS/OpsWorks;Value=f20386ed-eae6-4c40-9f77-63feff655b93,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-push_high-cpu;OpsWorks_old-staging-push_high-cpu;AWS/OpsWorks;Value=167b2a63-e4c0-4de0-82ac-552b3542d36e,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-push_high-load5;OpsWorks_old-staging-push_high-load5;AWS/OpsWorks;Value=167b2a63-e4c0-4de0-82ac-552b3542d36e,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-server_high-cpu;OpsWorks_old-staging-server_high-cpu;AWS/OpsWorks;Value=217f9e31-371f-42d1-987e-7e4486b0a955,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-server_high-load5;OpsWorks_old-staging-server_high-load5;AWS/OpsWorks;Value=217f9e31-371f-42d1-987e-7e4486b0a955,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-smpp_high-cpu;OpsWorks_old-staging-smpp_high-cpu;AWS/OpsWorks;Value=27a9447f-20cc-49ff-93e2-dedfd3a16d9b,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-smpp_high-load5;OpsWorks_old-staging-smpp_high-load5;AWS/OpsWorks;Value=27a9447f-20cc-49ff-93e2-dedfd3a16d9b,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-softswitch_high-cpu;OpsWorks_old-staging-softswitch_high-cpu;AWS/OpsWorks;Value=fab6944c-c540-4607-93aa-b474272a3d40,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-softswitch_high-load5;OpsWorks_old-staging-softswitch_high-load5;AWS/OpsWorks;Value=fab6944c-c540-4607-93aa-b474272a3d40,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-steward_high-cpu;OpsWorks_old-staging-steward_high-cpu;AWS/OpsWorks;Value=aa3a166c-37e6-44ad-9bd6-6b1e0bdc49fc,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_old-staging-steward_high-load5;OpsWorks_old-staging-steward_high-load5;AWS/OpsWorks;Value=aa3a166c-37e6-44ad-9bd6-6b1e0bdc49fc,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-admin_high-cpu;OpsWorks_staging-admin_high-cpu;AWS/OpsWorks;Value=fcb4d7ba-7eed-457c-983b-86efe0849241,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-admin_high-load5;OpsWorks_staging-admin_high-load5;AWS/OpsWorks;Value=fcb4d7ba-7eed-457c-983b-86efe0849241,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-alarms_high-cpu;OpsWorks_staging-alarms_high-cpu;AWS/OpsWorks;Value=67b6c064-ae5b-4350-9e3e-3ffe75267040,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-alarms_high-load5;OpsWorks_staging-alarms_high-load5;AWS/OpsWorks;Value=67b6c064-ae5b-4350-9e3e-3ffe75267040,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-billing-cdr-with-alb_high-cpu;OpsWorks_staging-billing-cdr-with-alb_high-cpu;AWS/OpsWorks;Value=4693d042-e83c-4194-9ac7-35eacf23b746,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-billing-cdr-with-alb_high-load5;OpsWorks_staging-billing-cdr-with-alb_high-load5;AWS/OpsWorks;Value=4693d042-e83c-4194-9ac7-35eacf23b746,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-billing-cdr_high-cpu;OpsWorks_staging-billing-cdr_high-cpu;AWS/OpsWorks;Value=7ecaf4a0-087b-4ed7-965c-e09c9a59b426,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-billing-cdr_high-load5;OpsWorks_staging-billing-cdr_high-load5;AWS/OpsWorks;Value=7ecaf4a0-087b-4ed7-965c-e09c9a59b426,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-contacts_high-cpu;OpsWorks_staging-contacts_high-cpu;AWS/OpsWorks;Value=54ee2f4a-fdc7-476a-9ba3-b330e7c7cdba,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-contacts_high-load5;OpsWorks_staging-contacts_high-load5;AWS/OpsWorks;Value=54ee2f4a-fdc7-476a-9ba3-b330e7c7cdba,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-greetings_high-cpu;OpsWorks_staging-greetings_high-cpu;AWS/OpsWorks;Value=118c938f-cab0-4ede-ae99-531eedfaf803,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-greetings_high-load5;OpsWorks_staging-greetings_high-load5;AWS/OpsWorks;Value=118c938f-cab0-4ede-ae99-531eedfaf803,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-mms_high-cpu;OpsWorks_staging-mms_high-cpu;AWS/OpsWorks;Value=174875d6-a18e-4f16-a6a2-4842b0802da7,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-mms_high-load5;OpsWorks_staging-mms_high-load5;AWS/OpsWorks;Value=174875d6-a18e-4f16-a6a2-4842b0802da7,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-portability_high-cpu;OpsWorks_staging-portability_high-cpu;AWS/OpsWorks;Value=d98c0508-1054-43a8-ab31-b67531a439eb,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-portability_high-load5;OpsWorks_staging-portability_high-load5;AWS/OpsWorks;Value=d98c0508-1054-43a8-ab31-b67531a439eb,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-push_high-cpu;OpsWorks_staging-push_high-cpu;AWS/OpsWorks;Value=28edfaf9-3482-4c7a-99eb-67e74304e643,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-push_high-load5;OpsWorks_staging-push_high-load5;AWS/OpsWorks;Value=28edfaf9-3482-4c7a-99eb-67e74304e643,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-relay_high-cpu;OpsWorks_staging-relay_high-cpu;AWS/OpsWorks;Value=8c8ed300-9257-467c-bea0-b88032034ca7,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-relay_high-load5;OpsWorks_staging-relay_high-load5;AWS/OpsWorks;Value=8c8ed300-9257-467c-bea0-b88032034ca7,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-server_high-cpu;OpsWorks_staging-server_high-cpu;AWS/OpsWorks;Value=5517c042-f2df-415a-aa64-bf66b596ae05,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-server_high-load5;OpsWorks_staging-server_high-load5;AWS/OpsWorks;Value=5517c042-f2df-415a-aa64-bf66b596ae05,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-smpp_high-cpu;OpsWorks_staging-smpp_high-cpu;AWS/OpsWorks;Value=7d9591b4-4a46-4f0f-bba9-d32ad2daf15a,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-smpp_high-load5;OpsWorks_staging-smpp_high-load5;AWS/OpsWorks;Value=7d9591b4-4a46-4f0f-bba9-d32ad2daf15a,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-softswitch_high-cpu;OpsWorks_staging-softswitch_high-cpu;AWS/OpsWorks;Value=707b8bbf-b0c5-4a14-9c9d-2f332af3cf4e,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-softswitch_high-load5;OpsWorks_staging-softswitch_high-load5;AWS/OpsWorks;Value=707b8bbf-b0c5-4a14-9c9d-2f332af3cf4e,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-steward_high-cpu;OpsWorks_staging-steward_high-cpu;AWS/OpsWorks;Value=ea2be229-d32c-4b1b-a0f8-7cea0e6aa00c,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-steward_high-load5;OpsWorks_staging-steward_high-load5;AWS/OpsWorks;Value=ea2be229-d32c-4b1b-a0f8-7cea0e6aa00c,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-webclientNEW_high-cpu;OpsWorks_staging-webclientNEW_high-cpu;AWS/OpsWorks;Value=2a9bffcc-d394-4811-bd7e-bc39bcbd9fdd,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_staging-webclientNEW_high-load5;OpsWorks_staging-webclientNEW_high-load5;AWS/OpsWorks;Value=2a9bffcc-d394-4811-bd7e-bc39bcbd9fdd,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_test-anton-server_high-cpu;OpsWorks_test-anton-server_high-cpu;AWS/OpsWorks;Value=ccbf0642-7dea-4061-a07e-b60374fed3de,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_test-anton-server_high-load5;OpsWorks_test-anton-server_high-load5;AWS/OpsWorks;Value=ccbf0642-7dea-4061-a07e-b60374fed3de,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
