AlarmName;AlarmDescription;Namespace;Dimensions;Statistic;MetricName;ComparisonOperator;Threshold;Period;DatapointsToAlarm;EvaluationPeriods;TreatMissingData;Unit;ActionsEnabled;AlarmActions;OKActions
OpsWorks_test-anton-steward_high-cpu;OpsWorks_test-anton-steward_high-cpu;AWS/OpsWorks;Value=c4ca2760-0421-47d3-8ff9-2c45fd5a147b,Name=StackId;Average;cpu_user;GreaterThanThreshold;60;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
OpsWorks_test-anton-steward_high-load5;OpsWorks_test-anton-steward_high-load5;AWS/OpsWorks;Value=c4ca2760-0421-47d3-8ff9-2c45fd5a147b,Name=StackId;Average;load_5;GreaterThanThreshold;1.2;120;2;3;null;null;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_restore-staging-new-jul2019_high-QD;RDS_restore-staging-new-jul2019_high-QD;AWS/RDS;Value=restore-staging-new-jul2019,Name=DBInstanceIdentifier;Average;DiskQueueDepth;GreaterThanThreshold;5;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_restore-staging-new-jul2019_high-cpu;RDS_restore-staging-new-jul2019_high-cpu;AWS/RDS;Value=restore-staging-new-jul2019,Name=DBInstanceIdentifier;Average;CPUUtilization;GreaterThanThreshold;80;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_restore-staging-new-jul2019_low_disk;RDS_restore-staging-new-jul2019_low_disk;AWS/RDS;Value=restore-staging-new-jul2019,Name=DBInstanceIdentifier;Average;FreeStorageSpace;LessThanThreshold;20000000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_restore-staging-new-jul2019_low_memory;RDS_restore-staging-new-jul2019_low_memory;AWS/RDS;Value=restore-staging-new-jul2019,Name=DBInstanceIdentifier;Average;FreeableMemory;LessThanThreshold;520000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_staging-cold_high-QD;RDS_staging-cold_high-QD;AWS/RDS;Value=staging-cold,Name=DBInstanceIdentifier;Average;DiskQueueDepth;GreaterThanThreshold;5;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_staging-cold_high-cpu;RDS_staging-cold_high-cpu;AWS/RDS;Value=staging-cold,Name=DBInstanceIdentifier;Average;CPUUtilization;GreaterThanThreshold;80;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_staging-cold_low_disk;RDS_staging-cold_low_disk;AWS/RDS;Value=staging-cold,Name=DBInstanceIdentifier;Average;FreeStorageSpace;LessThanThreshold;20000000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
RDS_staging-cold_low_memory;RDS_staging-cold_low_memory;AWS/RDS;Value=staging-cold,Name=DBInstanceIdentifier;Average;FreeableMemory;LessThanThreshold;520000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_dev-redis_high-NewConnections;Redis_dev-redis_high-NewConnections;AWS/ElastiCache;Value=dev-redis,Name=CacheClusterId;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_dev-redis_high-cpu;Redis_dev-redis_high-cpu;AWS/ElastiCache;Value=dev-redis,Name=CacheClusterId;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_dev-redis_low_memory;Redis_dev-redis_low_memory;AWS/ElastiCache;Value=dev-redis,Name=CacheClusterId;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-alarms-redis_high-NewConnections;Redis_staging-alarms-redis_high-NewConnections;AWS/ElastiCache;Value=staging-alarms-redis,Name=CacheClusterId;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-alarms-redis_high-cpu;Redis_staging-alarms-redis_high-cpu;AWS/ElastiCache;Value=staging-alarms-redis,Name=CacheClusterId;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-alarms-redis_low_memory;Redis_staging-alarms-redis_low_memory;AWS/ElastiCache;Value=staging-alarms-redis,Name=CacheClusterId;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-cache-redis_high-NewConnections;Redis_staging-cache-redis_high-NewConnections;AWS/ElastiCache;Value=staging-cache-redis,Name=CacheClusterId;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-cache-redis_high-cpu;Redis_staging-cache-redis_high-cpu;AWS/ElastiCache;Value=staging-cache-redis,Name=CacheClusterId;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-cache-redis_low_memory;Redis_staging-cache-redis_low_memory;AWS/ElastiCache;Value=staging-cache-redis,Name=CacheClusterId;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-misc-redis_high-NewConnections;Redis_staging-misc-redis_high-NewConnections;AWS/ElastiCache;Value=staging-misc-redis,Name=CacheClusterId;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-misc-redis_high-cpu;Redis_staging-misc-redis_high-cpu;AWS/ElastiCache;Value=staging-misc-redis,Name=CacheClusterId;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-misc-redis_low_memory;Redis_staging-misc-redis_low_memory;AWS/ElastiCache;Value=staging-misc-redis,Name=CacheClusterId;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-smpp-redis_high-NewConnections;Redis_staging-smpp-redis_high-NewConnections;AWS/ElastiCache;Value=staging-smpp-redis,Name=CacheClusterId;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-smpp-redis_high-cpu;Redis_staging-smpp-redis_high-cpu;AWS/ElastiCache;Value=staging-smpp-redis,Name=CacheClusterId;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-smpp-redis_low_memory;Redis_staging-smpp-redis_low_memory;AWS/ElastiCache;Value=staging-smpp-redis,Name=CacheClusterId;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-steward-redi_high-NewConnections;Redis_staging-steward-redi_high-NewConnections;AWS/ElastiCache;Value=staging-steward-redi,Name=CacheClusterId;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-steward-redi_high-cpu;Redis_staging-steward-redi_high-cpu;AWS/ElastiCache;Value=staging-steward-redi,Name=CacheClusterId;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_staging-steward-redi_low_memory;Redis_staging-steward-redi_low_memory;AWS/ElastiCache;Value=staging-steward-redi,Name=CacheClusterId;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_test-anton-cache_high-NewConnections;Redis_test-anton-cache_high-NewConnections;AWS/ElastiCache;Value=test-anton-cache,Name=CacheClusterId;Average;NewConnections;GreaterThanThreshold;100;60;2;3;null;Count;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_test-anton-cache_high-cpu;Redis_test-anton-cache_high-cpu;AWS/ElastiCache;Value=test-anton-cache,Name=CacheClusterId;Average;CPUUtilization;GreaterThanThreshold;50;60;2;3;null;Percent;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
Redis_test-anton-cache_low_memory;Redis_test-anton-cache_low_memory;AWS/ElastiCache;Value=test-anton-cache,Name=CacheClusterId;Average;FreeableMemory;LessThanThreshold;100000000;60;2;3;null;Bytes;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_alarm-events-dead_old-messages;SQS_alarm-events-dead_old-messages;AWS/SQS;Value=alarm-events-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_alarm-events-staging-dead_old-messages;SQS_alarm-events-staging-dead_old-messages;AWS/SQS;Value=alarm-events-staging-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_alarm-events-staging_old-messages;SQS_alarm-events-staging_old-messages;AWS/SQS;Value=alarm-events-staging,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_anton-test-gpdr-allqueues.fifo_old-messages;SQS_anton-test-gpdr-allqueues.fifo_old-messages;AWS/SQS;Value=anton-test-gpdr-allqueues.fifo,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_billing-operation-queue-dead_old-messages;SQS_billing-operation-queue-dead_old-messages;AWS/SQS;Value=billing-operation-queue-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_billing-operation-queue_old-messages;SQS_billing-operation-queue_old-messages;AWS/SQS;Value=billing-operation-queue,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_billing_confirm_sms_payment-dev_old-messages;SQS_billing_confirm_sms_payment-dev_old-messages;AWS/SQS;Value=billing_confirm_sms_payment-dev,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_billing_confirm_sms_payment_old-messages;SQS_billing_confirm_sms_payment_old-messages;AWS/SQS;Value=billing_confirm_sms_payment,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_branch-metric-dead.fifo_old-messages;SQS_branch-metric-dead.fifo_old-messages;AWS/SQS;Value=branch-metric-dead.fifo,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_branch-metric.fifo_old-messages;SQS_branch-metric.fifo_old-messages;AWS/SQS;Value=branch-metric.fifo,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_email-delivery-bounces_old-messages;SQS_email-delivery-bounces_old-messages;AWS/SQS;Value=email-delivery-bounces,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_email-delivery-complaints_old-messages;SQS_email-delivery-complaints_old-messages;AWS/SQS;Value=email-delivery-complaints,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_email-dev_old-messages;SQS_email-dev_old-messages;AWS/SQS;Value=email-dev,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_email-service-dead_old-messages;SQS_email-service-dead_old-messages;AWS/SQS;Value=email-service-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_email-service_old-messages;SQS_email-service_old-messages;AWS/SQS;Value=email-service,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_offline-calls-switch-staging-dead_old-messages;SQS_offline-calls-switch-staging-dead_old-messages;AWS/SQS;Value=offline-calls-switch-staging-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_offline-calls-switch-staging_old-messages;SQS_offline-calls-switch-staging_old-messages;AWS/SQS;Value=offline-calls-switch-staging,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_push-service-test-queue-dead_old-messages;SQS_push-service-test-queue-dead_old-messages;AWS/SQS;Value=push-service-test-queue-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_push-service-test-queue_old-messages;SQS_push-service-test-queue_old-messages;AWS/SQS;Value=push-service-test-queue,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_repeat-billing-operation-queue-dead_old-messages;SQS_repeat-billing-operation-queue-dead_old-messages;AWS/SQS;Value=repeat-billing-operation-queue-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_repeat-billing-operation-queue_old-messages;SQS_repeat-billing-operation-queue_old-messages;AWS/SQS;Value=repeat-billing-operation-queue,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_shortcontact-dev_old-messages;SQS_shortcontact-dev_old-messages;AWS/SQS;Value=shortcontact-dev,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;90;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_staging-push-events-dead_old-messages;SQS_staging-push-events-dead_old-messages;AWS/SQS;Value=staging-push-events-dead,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_staging-push-events_old-messages;SQS_staging-push-events_old-messages;AWS/SQS;Value=userdata-dev,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;4;5;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
SQS_userdata-dev_old-messages;SQS_userdata-dev_old-messages;AWS/SQS;Value=userdata-dev,Name=QueueName;Maximum;ApproximateAgeOfOldestMessage;GreaterThanThreshold;120;60;2;3;null;Seconds;true;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms;arn:aws:sns:eu-west-1:895782643746:stage-aws-services-alarms
